"title","url","image","openTypeList","detail","baseInfoKeyList","baseInfoValueList"
"catla","http://www.baike.com/wiki/catla","http://www.huimg.cn/entry/images/summary_default270x233.png","C开头单词##农业##生物学##科学##自然科学##英文单词##英语##鱼类学","此条目暂无内容，欢迎您参与编辑，享受分享知识的乐趣。>>立即点击开始编辑条目 优秀百科条目示范：龙F1胡同香港 周杰伦亚马逊河....","",""
"CCTV-7","http://www.baike.com/wiki/CCTV-7","http://a4.att.hudong.com/21/68/20300543691049148385682424760_s.png","中央电视台##军事##农业##少儿","中国中央电视台军事·农业频道（频道呼号：CCTV-7军事·农业）是以播出军事节目和农业节目为主的电视频道，于1995年11月30日开播。1995年，CCTV-7频道呼号确定为“中央电视台少儿·军事·农业·科技频道”。2001年，CCTV-7频道呼号变更为中国中央电视台少儿·军事·农业频道。2011年，CCTV-7正式更名为“中国中央电视台军事·农业频道”。2014年，CCTV-7开始高清播出。","",""
"八里桥市场","http://www.baike.com/wiki/八里桥市场","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##市场","北京八里桥农产品中心批发市场，是根据原国内贸易部和北京市人民政府的决定，经国家计委批准立项的国家级重点批发市场，也是首都""菜篮子""重点工程。市场由中央企业中商企业集团公司和北京潞运通经贸集团，共同投资1.5亿元于1998年建成开业。","",""
"八宝自然村","http://www.baike.com/wiki/八宝自然村","http://a2.att.hudong.com/55/13/01300001244055131003131682712_s.jpg","中国乡级行政区划##中国各级行政区划##乡##农业##农村##村庄","八宝自然村隶属于八宝镇八宝村民委，属于坝区。","中文名：##所属国：##所属乡镇：##面积：##人口：","八宝自然村##中国##八宝镇##1.05平方公里##1656"
"便携式土壤水势测定仪","http://www.baike.com/wiki/便携式土壤水势测定仪","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##安全生产","便携式土壤水势测定仪可以在田间定位检测和观测土壤水势，从而可进一步获取土壤水分、导水率等土壤水利性质参数。该仪器利用张力计原理，结合一个或多个探头的方法，对传统技术进行了改进。","",""
"CNC柚类橙类促花剂","http://www.baike.com/wiki/CNC柚类橙类促花剂","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##科技##药剂","CNC柚类橙类促花剂是中国农业科学院柑桔研究所开发的柚类、橙类促花剂。中国农业科学院柑桔研究所集对柑桔花芽分化机理与调控技术多年研究之成果，根据柚类和橙类生长发育特点，通过调节内源激素和营养代谢的相对平衡，促使芽体分化花芽，对适龄不开花或花量偏少的柚类、橙类植株有显著的促花增产作用。经多点试验，对酸柚砧沙田柚、琯溪蜜柚、漳州柚、通贤柚、新都柚等柚类和塔罗科血橙等单株促花率可达90%以上，单株花量比对照高100~600倍。本剂效果稳定，使用安全方便，不损伤树体且经济效益显著，已成为柚类、橙类早结丰产栽培的重要保障。对其他柑桔品种的幼旺树、适龄不结果或高接换种树的促进开花和早期增产效果也十分明显。 　　使用时间和方法：在柑桔花芽分化期，一般从9月上中旬或10月初开始(积温偏低的地方宜早些，反之可晚些)用本剂进行叶面喷布，每隔20~30天喷布一次，连喷2~3次。使用时先用少量温热水将本剂溶解，搅动1~2分钟。每袋再加干净冷水至10 kg，充分搅匀即可进行树冠喷布，叶面和叶背均应喷湿，喷后16小时内下雨须补喷一次。","",""
"CNTV农家乐台","http://www.baike.com/wiki/CNTV农家乐台","http://www.huimg.cn/entry/images/summary_default270x233.png","CCTV##农业","此词条暂无内容，欢迎您参与编辑，享受分享贡献知识的乐趣。建议您在编辑词条之前，可先参考帮助中心文档，了解更多关于词条规范的信息。同时也可先熟悉编辑器的使用。若有疑问，欢迎联系： 在线提问：互动百科：帮助吧联系我们友情提示：编写内容之前需删除以上内容。","",""
"岑溪软枝油茶","http://www.baike.com/wiki/岑溪软枝油茶","http://a2.att.hudong.com/40/60/20200000013920144728603359541_s.jpg","农业##植物##特产##自然","岑溪软枝油茶是我国第一个油茶良种，以枝条韧软、挂果下垂而得名。具有速生、早实、高产等优良特性。是广西林科院采用实生繁殖、经过连续15年系统品种比较试验选育出来的优良品种，属普通油茶的一个农家品种。该品种已通过国家林木良种审定。有关专家认为，岑溪软枝油茶良种具有很高的推广利用价值。","中文学名：##界：##门：##纲：##科：##属：","岑溪软枝油茶##植物界##被子植物门##双子叶植物纲##油茶茶科##油茶属"
"C优2040","http://www.baike.com/wiki/C优2040","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##水稻##种子","基本信息/C优2040 编辑 			 		　　审定编号：滇特（普洱）审稻2009018号 　　品种名称：C优2040 　　申请单位： 四川竹丰种业有限公司 　　选育单位： 西南科技大学水稻研究所 　　品种来源：该品种是西南科技大学水稻研究所用自育不育系CA作母本与恢复系绵恢2040杂交组配育成。  特征特性/C优2040 编辑 			 		　　籼型杂交水稻。全生育期171天，株高107.0厘米，株型紧凑，分蘖力强，繁茂性好，剑叶较宽大，叶鞘、叶耳、叶缘、和颖尖紫色，粒中长、无芒。每亩有效穗16.8万，穗长25.9厘米，穗总粒220.6粒，穗实粒172.4粒，结实率78.2%，千粒重27.3克。米质检测：出糙率80.3%，精米率71.1%，整精米率50.0%，垩白粒率65%，垩白度8.4%，透明度1级，碱消值5.5级，胶稠度64mm，直链淀粉（干基）22.8%，粒长7.0mm，粒型（长宽比）2.9。抗性鉴定：对稻瘟病的抗性为稍强，中感白叶枯病。  产量表现/C优2040 编辑 			 		　　2007和2009两年参加普洱市杂交水稻品种区域试验。两年平均亩产591.4千克，较对照汕优63增产11.4%。生产试验平均亩产645.9千克，较对照汕优63增产4.1%。  适宜区域/C优2040 编辑 			 		　　适宜在普洱市海拔1350米以下的稻区种植。","中文学名：","C优2040"
"CR亚洲皇","http://www.baike.com/wiki/CR亚洲皇","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##种子","CR亚洲皇，白菜，耐寒，耐抽薹，抗病性强，抗软腐病，抗霜霉病及病毒病，尤其对根瘤病有较好的抗性。","中文学名：","CR亚洲皇"
"CR秋黄芯","http://www.baike.com/wiki/CR秋黄芯","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##农作物##种子","CR秋黄芯，白菜，1、对病毒病及根瘤病有很强的抗病性；2、合抱型，球体大，黄芯；3、播种后70天左右收获，为中晚熟秋季淹渍品种。","中文学名：","CR秋黄芯"
"丑突腹蛛","http://www.baike.com/wiki/丑突腹蛛","http://www.huimg.cn/entry/images/summary_default270x233.png","农业##害虫##生物##自然##蜘蛛","蛛体长10～12毫米。背甲赤褐色。颈沟褐色。中眼区向前突出，中眼着生在突起前端，前侧眼接近前中眼，后侧眼远离后中眼，在头部的1/2处。螯肢红棕色。","中文学名：##：##界：##纲：##目：##科：##属：##分布：","丑突腹蛛##Poltys illepidus C. L. Koch, 1843##动物界##蛛形纲##蛛形目##园蛛科##突腹蛛属##四川、台湾"
"诚果兴华","http://www.baike.com/wiki/诚果兴华","http://a4.att.hudong.com/08/87/20300543759754145861878249962_s.jpg","互联网##农业","诚果兴华网简称诚果网，是诚果盛世公司打造的面向全球的诚信、专业的原生态有机食品运营服务平台。经过一年的试运营，2016年3月诚果兴华网正式上线运营。网站以其自创的农产品跨境贸易、会员订单农业、名特优产品等特色模块，为会员企业提供生产技术支持、电子商务平台建设、金融与保险服务。公司核心团队由各行业精英组成，有丰富的资源、渠道、经验和领先的技术。通过跨界整合社会资源，打造全球农业诚信品牌为基本策略，让现代农业产业链上下游综合采购数据信息实现资源共享，降低成本。将保障国人食品安全，提高生活品质，解决三农问题为宗旨，利用国际先进管理理念和生产技术，专业高效地解决客户的关切为己任，为客户提供诚信、精致化的服务为奋斗目标。","",""
"侧纹褐蟹蛛","http://www.baike.com/wiki/侧纹褐蟹蛛","http://a1.att.hudong.com/77/77/01300001024098130192775423082_s.jpg","农业##昆虫##生物##自然##蜘蛛","雌蛛体长6毫米左右，黄褐色。背甲两侧和边缘各有一条褐色纵带，地理分布于湖北。","中文学名：##：##界：##门：##纲：##目：##科：##分布：","侧纹褐蟹蛛##Xysticus lateralis atrimaculatus Boes. et Str.##动物界##节肢动物门##蛛形纲##蛛形目##蟹蛛科##湖北"
